//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
g	1288	1443	5	5	0	0	30s	100	1	6831
g	1424	1432	5	5	0	0	30s	100	1	6831
g	1433	1456	5	5	0	0	30s	100	1	6831
g	1410	1440	5	5	0	0	30s	100	1	6831
g	1428	1433	5	5	0	0	30s	100	1	6831
g	1109	108	5	5	0	0	30s	100	1	6831
g	1124	126	5	5	0	0	30s	100	1	6831
g	1143	118	5	5	0	0	30s	100	1	6831
g	1121	137	5	5	0	0	30s	100	1	6831
g	1143	145	5	5	0	0	30s	100	1	6831
g	1134	127	5	5	0	0	30s	100	1	6831
g	663	389	5	5	0	0	30s	100	1	6831
g	643	397	5	5	0	0	30s	100	1	6831
g	625	383	5	5	0	0	30s	100	1	6831
g	665	420	5	5	0	0	30s	100	1	6831
g	648	421	5	5	0	0	30s	100	1	6831
g	626	418	5	5	0	0	30s	100	1	6831
g	477	637	5	5	0	0	30s	100	1	6831
g	503	660	5	5	0	0	30s	100	1	6831
g	509	646	5	5	0	0	30s	100	1	6831
g	516	669	5	5	0	0	30s	100	1	6831
g	468	654	5	5	0	0	30s	100	1	6831
g	1430	1425	5	5	0	0	30s	100	1	6831
g	1444	1448	5	5	0	0	30s	100	1	6831
g	1429	1454	5	5	0	0	30s	100	1	6831
g	1419	1451	5	5	0	0	30s	100	1	6831
g	1282	1457	5	5	0	0	30s	100	1	6831
g	1282	1456	5	5	0	0	30s	100	1	6831
g	1270	1435	5	5	0	0	30s	100	1	6831
g	1288	1430	5	5	0	0	30s	100	1	6831
g	1280	1446	5	5	0	0	30s	100	1	6831
g	1265	1437	5	5	0	0	30s	100	1	6831
g	665	1410	5	5	0	0	30s	100	1	6831
g	668	1434	5	5	0	0	30s	100	1	6831
g	711	1426	5	5	0	0	30s	100	1	6831
g	710	1400	5	5	0	0	30s	100	1	6831
g	421	1299	5	5	0	0	30s	100	1	6831
g	395	646	5	5	0	0	30s	100	1	6836
g	382	632	5	5	0	0	30s	100	1	6836
g	394	632	5	5	0	0	30s	100	1	6836
g	444	658	5	5	0	0	30s	100	1	6836
g	490	702	5	5	0	0	30s	100	1	6836
g	487	714	5	5	0	0	30s	100	1	6836
g	536	654	5	5	0	0	30s	100	1	6836
g	536	659	5	5	0	0	30s	100	1	6836
g	242	972	5	5	0	0	30s	100	1	6836
g	250	1005	5	5	0	0	30s	100	1	6836
g	246	1033	5	5	0	0	30s	100	1	6836
g	239	1071	5	5	0	0	30s	100	1	6836
g	243	1105	5	5	0	0	30s	100	1	6836
g	55	1013	5	5	0	0	30s	100	1	6836
g	425	1004	5	5	0	0	30s	100	1	6836
g	430	984	5	5	0	0	30s	100	1	6836
g	68	1298	5	5	0	0	30s	100	1	6836
g	75	1284	5	5	0	0	30s	100	1	6836
g	69	1465	5	5	0	0	30s	100	1	6836
g	239	1431	5	5	0	0	30s	100	1	6836
g	417	1463	5	5	0	0	30s	100	1	6836
g	438	1447	5	5	0	0	30s	100	1	6836
g	447	1460	5	5	0	0	30s	100	1	6836
g	523	1433	5	5	0	0	30s	100	1	6836
g	540	1420	5	5	0	0	30s	100	1	6836
g	688	1273	5	5	0	0	30s	100	1	6836
g	626	1298	5	5	0	0	30s	100	1	6836
g	445	1187	5	5	0	0	30s	100	1	6836
g	427	1195	5	5	0	0	30s	100	1	6836
g	553	1193	5	5	0	0	30s	100	1	6836
g	555	1182	5	5	0	0	30s	100	1	6836
g	563	1200	5	5	0	0	30s	100	1	6836
g	389	1109	5	5	0	0	30s	100	1	6836
g	422	1117	5	5	0	0	30s	100	1	6836
g	424	1099	5	5	0	0	30s	100	1	6836
g	72	898	5	5	0	0	30s	100	1	6836
g	67	1111	5	5	0	0	30s	100	1	6836
g	70	1103	5	5	0	0	30s	100	1	6836
g	1455	1336	5	5	0	0	30s	100	1	6836
g	1431	1133	5	5	0	0	30s	100	1	6836
g	651	298	5	5	0	0	30s	100	1	6836
g	766	299	5	5	0	0	30s	100	1	6836
g	1280	1290	5	5	0	0	30s	100	1	6836
g	1275	1246	5	5	0	0	30s	100	1	6836
g	1276	1199	5	5	0	0	30s	100	1	6836
g	1283	1143	5	5	0	0	30s	100	1	6836
g	1287	1126	5	5	0	0	30s	100	1	6836
g	1256	1125	5	5	0	0	30s	100	1	6836
g	1172	1128	5	5	0	0	30s	100	1	6836
g	1144	1141	5	5	0	0	30s	100	1	6836
g	1103	1135	5	5	0	0	30s	100	1	6836
g	1098	1126	5	5	0	0	30s	100	1	6836
g	1073	1213	5	5	0	0	30s	100	1	6836
g	1099	1228	5	5	0	0	30s	100	1	6836
g	1261	1316	5	5	0	0	30s	100	1	6836
g	1273	1307	5	5	0	0	30s	100	1	6836
g	1174	1306	5	5	0	0	30s	100	1	6836
g	1105	1232	5	5	0	0	30s	100	1	6836
g	1126	1130	5	5	0	0	30s	100	1	6836
g	1284	1182	5	5	0	0	30s	100	1	6836
g	1494	1130	5	5	0	0	30s	100	1	6836
g	1488	1032	5	5	0	0	30s	100	1	6836
g	1390	1005	5	5	0	0	30s	100	1	6836
g	1400	1442	5	5	0	0	30s	100	1	6836
g	1377	1442	5	5	0	0	30s	100	1	6836
g	1308	1443	5	5	0	0	30s	100	1	6836
g	1278	1417	5	5	0	0	30s	100	1	6836
g	1276	1392	5	5	0	0	30s	100	1	6836
g	1284	1392	5	5	0	0	30s	100	1	6836
g	693	1413	5	5	0	0	30s	100	1	6836
g	438	1307	5	5	0	0	30s	100	1	6831
g	456	1284	5	5	0	0	30s	100	1	6831
g	440	1270	5	5	0	0	30s	100	1	6831
g	695	1425	5	5	0	0	30s	100	1	6831
g	705	1410	5	5	0	0	30s	100	1	6831
g	670	1413	5	5	0	0	30s	100	1	6831
g	424	1287	5	5	0	0	30s	100	1	6831
